User_U,User_V,Utility,Social
2737,3154,0.2064,0.921
3154,2737,0.0917,0.1263
2737,3160,0.0547,0.0733
3160,2737,0.4112,0.4392
2737,3204,0.6301,0.3669
3204,2737,0.7156,0.4173
2737,3233,0.0907,0.2344
3233,2737,0.9879,0.1144
2737,3273,0.1564,0.5958
3273,2737,0.4233,0.4074
2737,3298,0.541,0.7777
3298,2737,0.9154,0.3191
2738,2741,0.6163,0.9841
2741,2738,0.0431,0.6014
2738,2743,0.6415,0.1498
2743,2738,0.3855,0.8146
2738,2754,0.3303,0.5778
2754,2738,0.6404,0.8756
2738,2756,0.6754,0.4994
2756,2738,0.6207,0.749
2738,2757,0.6329,0.6031
2757,2738,0.6921,0.9056
2738,2773,0.0288,0.0193
2773,2738,0.2705,0.3281
2738,2786,0.1863,0.2667
2786,2738,0.1792,0.6402
2738,2798,0.0427,0.6833
2798,2738,0.0868,0.5804
2738,2809,0.1614,0.1924
2809,2738,0.4323,0.0217
2738,2835,0.8368,0.7239
2835,2738,0.2181,0.9662
2738,2839,0.6833,0.4876
2839,2738,0.0658,0.0569
2738,2862,0.5116,0.1913
2862,2738,0.4668,0.9451
2738,2864,0.8334,0.0921
2864,2738,0.3525,0.4628
2738,2873,0.8235,0.8172
2873,2738,0.687,0.7461
2738,2874,0.6965,0.3011
2874,2738,0.901,0.6762
2738,2877,0.8353,0.4176
2877,2738,0.6774,0.5178
2738,2887,0.3438,0.243
2887,2738,0.9379,0.3517
2738,2888,0.9139,0.8621
2888,2738,0.882,0.9378
2738,2890,0.6061,0.7194
2890,2738,0.2419,0.0045
2738,2896,0.0903,0.8304
2896,2738,0.7503,0.7533
2738,2911,0.7387,0.985
2911,2738,0.6122,0.6737
2738,2915,0.9295,0.0794
2915,2738,0.3585,0.9783
2738,2924,0.7603,0.2386
2924,2738,0.374,0.6485
2738,2925,0.1754,0.9211
2925,2738,0.6859,0.0949
2738,2928,0.5736,0.0964
2928,2738,0.1398,0.4171
2738,2929,0.0128,0.1881
2929,2738,0.4854,0.4595
2738,2931,0.9468,0.2641
2931,2738,0.1425,0.2094
2738,2944,0.9378,0.1366
2944,2738,0.2609,0.4465
2738,2945,0.4962,0.0643
2945,2738,0.4377,0.6539
2738,2953,0.7706,0.8544
2953,2738,0.4667,0.4285
2738,2956,0.0096,0.2871
2956,2738,0.0739,0.1311
2738,2960,0.6494,0.066
2960,2738,0.9152,0.3014
2738,2969,0.1831,0.7912
2969,2738,0.0957,0.7506
2738,2974,0.174,0.0734
2974,2738,0.7016,0.2564
2738,2977,0.3605,0.9708
2977,2738,0.2217,0.0925
2738,2978,0.6082,0.7495
2978,2738,0.2066,0.0125
2738,2988,0.1367,0.5094
2988,2738,0.8612,0.7725
2738,2994,0.8179,0.5904
2994,2738,0.8857,0.7068
2738,3000,0.6531,0.6365
3000,2738,0.2902,0.5465
2738,3004,0.3599,0.3447
3004,2738,0.1715,0.5329
2738,3014,0.9039,0.5873
3014,2738,0.1327,0.8338
2738,3025,0.3343,0.4654
3025,2738,0.5337,0.8626
2738,3026,0.776,0.5749
3026,2738,0.2386,0.9623
2738,3029,0.8189,0.4111
3029,2738,0.3417,0.7548
2738,3036,0.0687,0.1095
3036,2738,0.2409,0.0458
2738,3084,0.6446,0.3521
3084,2738,0.7765,0.6911
2738,3090,0.6981,0.4713
3090,2738,0.9264,0.1679
2738,3092,0.843,0.4435
3092,2738,0.5506,0.0806
2738,3098,0.8446,0.9471
3098,2738,0.6585,0.3659
2738,3104,0.879,0.478
3104,2738,0.3892,0.9357
2738,3114,0.9775,0.6378
3114,2738,0.4672,0.1669
2738,3119,0.8185,0.1159
3119,2738,0.873,0.9099
2738,3123,0.6778,0.8709
3123,2738,0.2957,0.1953
2738,3137,0.0198,0.2934
3137,2738,0.4475,0.8593
2738,3168,0.2742,0.1943
3168,2738,0.6362,0.5062
2738,3220,0.2203,0.5996
3220,2738,0.0089,0.7132
2738,3229,0.8137,0.3713
3229,2738,0.9304,0.6753
2738,3231,0.733,0.2043
3231,2738,0.8819,0.6025
2738,3232,0.3308,0.8966
3232,2738,0.9853,0.3429
2738,3238,0.6859,0.245
3238,2738,0.1357,0.1959
2738,3243,0.7253,0.4515
3243,2738,0.7406,0.1763
2738,3257,0.3456,0.925
3257,2738,0.38,0.4528
2738,3293,0.2717,0.7213
3293,2738,0.7209,0.4826
2738,3294,0.4367,0.3358
3294,2738,0.7772,0.528
2738,3362,0.4299,0.9419
3362,2738,0.4254,0.3244
2738,3363,0.1494,0.785
3363,2738,0.9558,0.9676
2738,3364,0.0299,0.8576
3364,2738,0.2867,0.1731
2738,3384,0.8921,0.2877
3384,2738,0.8726,0.9027
2738,3400,0.045,0.0387
3400,2738,0.1237,0.0976
2738,3417,0.6517,0.0322
3417,2738,0.6308,0.6486
2738,3426,0.3502,0.3666
3426,2738,0.3903,0.0333
2738,3433,0.9305,0.526
3433,2738,0.9181,0.8268
2739,2829,0.2593,0.1827
2829,2739,0.8377,0.8753
2739,2830,0.1549,0.6169
2830,2739,0.4135,0.8673
2739,2871,0.4926,0.3174
2871,2739,0.5711,0.7622
2739,2951,0.8248,0.8298
2951,2739,0.6558,0.5039
2739,2954,0.5709,0.7358
2954,2739,0.5645,0.8774
2739,3002,0.2487,0.793
3002,2739,0.2314,0.3043
2739,3019,0.5403,0.4087
3019,2739,0.3329,0.0476
2739,3050,0.0379,0.3173
3050,2739,0.2979,0.518
2739,3062,0.0022,0.7539
3062,2739,0.3149,0.5466
2739,3068,0.9693,0.1208
3068,2739,0.9889,0.7395
2739,3069,0.6444,0.0949
3069,2739,0.7727,0.2969
2739,3118,0.4377,0.9039
3118,2739,0.5159,0.4908
2739,3140,0.8769,0.8829
3140,2739,0.9625,0.0833
2739,3162,0.4368,0.5915
3162,2739,0.0095,0.3326
2739,3168,0.8771,0.1287
3168,2739,0.9166,0.6762
2739,3191,0.9936,0.022
3191,2739,0.3681,0.1564
2739,3233,0.9479,0.1563
3233,2739,0.4304,0.0924
2739,3240,0.0329,0.8816
3240,2739,0.3295,0.7892
2739,3273,0.783,0.0052
3273,2739,0.4745,0.6746
2739,3292,0.6127,0.3709
3292,2739,0.7942,0.5183
2739,3326,0.032,0.7397
3326,2739,0.7705,0.3733
2739,3346,0.857,0.4719
3346,2739,0.5329,0.0972
2739,3366,0.4809,0.5582
3366,2739,0.2769,0.837
2739,3379,0.9705,0.7779
3379,2739,0.6134,0.4887
2739,3410,0.5058,0.2718
3410,2739,0.017,0.9134
2739,3415,0.4892,0.0126
3415,2739,0.2154,0.5735
2739,3420,0.2834,0.2694
3420,2739,0.5295,0.7409
2741,2743,0.5842,0.6315
2743,2741,0.0507,0.0085
2741,2754,0.4594,0.5835
2754,2741,0.342,0.484
2741,2766,0.9308,0.7521
2766,2741,0.5753,0.8905
2741,2777,0.5518,0.5312
2777,2741,0.7708,0.693
2741,2786,0.5098,0.0268
2786,2741,0.289,0.8835
2741,2806,0.0248,0.6827
2806,2741,0.1269,0.3089
2741,2839,0.0391,0.6056
2839,2741,0.9316,0.0445
2741,2862,0.9273,0.3404
2862,2741,0.9115,0.587
2741,2867,0.9012,0.032
2867,2741,0.4774,0.5717
2741,2873,0.5709,0.2673
2873,2741,0.0148,0.1597
2741,2874,0.3959,0.2695
2874,2741,0.1332,0.5236
2741,2890,0.619,0.9066
2890,2741,0.6391,0.3769
2741,2896,0.3996,0.257
2896,2741,0.0494,0.566
2741,2910,0.1914,0.1741
2910,2741,0.3479,0.0712
2741,2915,0.7117,0.5655
2915,2741,0.5386,0.6763
2741,2916,0.0323,0.2822
2916,2741,0.6465,0.0708
2741,2924,0.8767,0.2592
2924,2741,0.5598,0.3887
2741,2927,0.8685,0.3238
2927,2741,0.5669,0.4875
2741,2928,0.0859,0.859
2928,2741,0.7225,0.4072
2741,2929,0.4381,0.9912
2929,2741,0.8001,0.4833
2741,2931,0.509,0.1393
2931,2741,0.3874,0.336
2741,2945,0.999,0.587
2945,2741,0.0229,0.9754
2741,2953,0.1572,0.1245
2953,2741,0.3592,0.214
2741,2956,0.2584,0.4069
2956,2741,0.6454,0.1867
2741,2969,0.2911,0.7309
2969,2741,0.498,0.9509
2741,2977,0.4414,0.6359
2977,2741,0.2845,0.663
2741,2986,0.0288,0.2189
2986,2741,0.8492,0.7958
2741,2988,0.4721,0.7336
2988,2741,0.1265,0.2663
2741,2993,0.9994,0.0094
2993,2741,0.4093,0.9107
2741,2994,0.3855,0.1918
2994,2741,0.0162,0.1279
2741,3000,0.2239,0.8793
3000,2741,0.2437,0.8547
2741,3026,0.9873,0.5388
3026,2741,0.2513,0.8775
2741,3054,0.2416,0.355
3054,2741,0.4217,0.529
2741,3056,0.3385,0.5423
3056,2741,0.245,0.5702
2741,3078,0.0083,0.5571
3078,2741,0.5121,0.2854
2741,3084,0.5326,0.0471
3084,2741,0.8411,0.8279
2741,3085,0.6933,0.8813
3085,2741,0.4896,0.4959
2741,3098,0.0737,0.3984
3098,2741,0.9725,0.866
2741,3174,0.5686,0.0563
3174,2741,0.3267,0.7482
2741,3184,0.4666,0.5585
3184,2741,0.0303,0.8353
2741,3193,0.14,0.6729
3193,2741,0.9865,0.1827
2741,3220,0.8125,0.1411
3220,2741,0.4671,0.1914
2741,3228,0.4557,0.0181
3228,2741,0.2414,0.2058
2741,3234,0.469,0.2321
3234,2741,0.0815,0.6751
2741,3238,0.6694,0.5669
3238,2741,0.9244,0.227
2741,3243,0.9014,0.674
3243,2741,0.4355,0.6778
2741,3257,0.1696,0.5814
3257,2741,0.6929,0.9221
2741,3293,0.725,0.8232
3293,2741,0.5852,0.8801
2741,3315,0.7099,0.9951
3315,2741,0.0706,0.6145
2741,3399,0.0172,0.5753
3399,2741,0.8777,0.4103
2741,3417,0.5451,0.1861
3417,2741,0.6573,0.515
2741,3433,0.1678,0.2039
3433,2741,0.1793,0.406
2742,2748,0.4773,0.7258
2748,2742,0.0434,0.1176
2742,2753,0.6177,0.618
2753,2742,0.276,0.4222
2742,2765,0.9913,0.0012
2765,2742,0.6504,0.6468
2742,2770,0.2637,0.2322
2770,2742,0.8334,0.3388
2742,2778,0.6905,0.8016
2778,2742,0.9573,0.7756
2742,2780,0.4087,0.8274
2780,2742,0.6476,0.1764
2742,2781,0.6767,0.377
2781,2742,0.699,0.0038
2742,2785,0.9677,0.2154
2785,2742,0.9296,0.0899
2742,2793,0.9761,0.6968
2793,2742,0.1347,0.3292
2742,2796,0.8412,0.0403
2796,2742,0.1202,0.4201
2742,2828,0.6242,0.1264
2828,2742,0.9191,0.0825
2742,2846,0.9737,0.4526
2846,2742,0.7568,0.5603
2742,2849,0.2055,0.0502
2849,2742,0.29,0.7627
2742,2863,0.4755,0.0547
2863,2742,0.4148,0.0071
2742,2869,0.129,0.3538
2869,2742,0.1771,0.6671
2742,2875,0.2495,0.5459
2875,2742,0.0796,0.9578
2742,2894,0.6231,0.3174
2894,2742,0.886,0.5783
2742,2901,0.832,0.3852
2901,2742,0.2116,0.1528
2742,2904,0.447,0.4721
2904,2742,0.5266,0.9799
2742,2937,0.2217,0.3215
2937,2742,0.674,0.9061
2742,2939,0.002,0.4565
2939,2742,0.3797,0.6557
2742,2970,0.0044,0.6452
2970,2742,0.8552,0.0683
2742,2973,0.9962,0.6302
2973,2742,0.6007,0.0612
2742,2989,0.2668,0.6388
2989,2742,0.6439,0.7563
2742,2991,0.6041,0.4613
2991,2742,0.6687,0.6287
2742,2992,0.3632,0.0497
2992,2742,0.1082,0.6327
2742,3007,0.497,0.3774
3007,2742,0.1086,0.1191
2742,3013,0.1464,0.5576
3013,2742,0.9145,0.6722
2742,3017,0.6417,0.5478
3017,2742,0.3008,0.6032
2742,3021,0.308,0.3224
3021,2742,0.3969,0.7474
2742,3027,0.3741,0.8579
3027,2742,0.065,0.347
2742,3035,0.9192,0.5431
3035,2742,0.3929,0.9788
2742,3038,0.6277,0.7194
3038,2742,0.8763,0.6246
2742,3041,0.5463,0.2759
3041,2742,0.7756,0.6238
2742,3046,0.1237,0.5227
3046,2742,0.9521,0.21
2742,3049,0.0139,0.8304
3049,2742,0.1824,0.0587
2742,3051,0.4106,0.907
3051,2742,0.1288,0.0975
2742,3058,0.3152,0.7332
3058,2742,0.0129,0.9774
2742,3060,0.4834,0.1117
3060,2742,0.5451,0.5397
2742,3070,0.4492,0.1476
3070,2742,0.11,0.6455
2742,3076,0.7372,0.6321
3076,2742,0.5279,0.6748
2742,3079,0.3127,0.4217
3079,2742,0.17,0.5744
2742,3082,0.0043,0.5485
3082,2742,0.4316,0.9508
2742,3089,0.7503,0.8907
3089,2742,0.8391,0.3077
2742,3101,0.1992,0.1632
3101,2742,0.1558,0.5603
2742,3102,0.6011,0.51
3102,2742,0.9481,0.4587
2742,3106,0.2992,0.1641
3106,2742,0.7936,0.2674
2742,3115,0.5714,0.7879
3115,2742,0.8259,0.3978
2742,3116,0.7725,0.1202
3116,2742,0.6719,0.8246
2742,3120,0.0418,0.9683
3120,2742,0.1404,1.0
2742,3132,0.8115,0.7157
3132,2742,0.4771,0.1183
2742,3140,0.2573,0.5328
3140,2742,0.1258,0.1287
2742,3146,0.1198,0.7202
3146,2742,0.5021,0.3536
2742,3148,0.5281,0.7553
3148,2742,0.5576,0.3459
2742,3150,0.0493,0.0818
3150,2742,0.5845,0.1061
2742,3152,0.4605,0.2344
3152,2742,0.4602,0.4359
2742,3160,0.5627,0.6019
3160,2742,0.5927,0.6701
2742,3169,0.4286,0.3707
3169,2742,0.9984,0.4491
2742,3172,0.1829,0.7365
3172,2742,0.4698,0.7516
2742,3179,0.8709,0.3469
3179,2742,0.5957,0.0178
2742,3182,0.5814,0.0269
3182,2742,0.9764,0.0908
2742,3185,0.3114,0.3824
3185,2742,0.0604,0.4593
2742,3188,0.1482,0.1365
3188,2742,0.5739,0.8693
2742,3194,0.0647,0.2159
3194,2742,0.7019,0.5463
2742,3198,0.9121,0.725
3198,2742,0.8974,0.0121
2742,3199,0.757,0.0978
3199,2742,0.7138,0.9142
2742,3201,0.2533,0.7858
3201,2742,0.5956,0.9365
2742,3206,0.8749,0.9161
3206,2742,0.4327,0.8662
2742,3209,0.3054,0.1223
3209,2742,0.9745,0.4913
2742,3212,0.7657,0.2908
3212,2742,0.8141,0.0464
2742,3224,0.9888,0.3205
3224,2742,0.4732,0.8378
2742,3239,0.7968,0.6614
3239,2742,0.9477,0.1342
2742,3240,0.8336,0.477
3240,2742,0.6714,0.4757
2742,3247,0.0745,0.6383
3247,2742,0.052,0.5285
2742,3252,0.4028,0.4765
3252,2742,0.3035,0.5734
2742,3258,0.4887,0.0464
3258,2742,0.1779,0.8728
2742,3260,0.0796,0.0921
3260,2742,0.57,0.3271
2742,3265,0.0478,0.2847
3265,2742,0.3994,0.3328
2742,3267,0.8615,0.9242
3267,2742,0.4607,0.76
2742,3277,0.7086,0.6508
3277,2742,0.6235,0.9961
2742,3280,0.1209,0.1917
3280,2742,0.235,0.2363
2742,3288,0.2199,0.266
3288,2742,0.6319,0.6098
2742,3291,0.1393,0.428
3291,2742,0.2695,0.4582
2742,3297,0.0939,0.7052
3297,2742,0.4676,0.1219
2742,3298,0.9879,0.2453
3298,2742,0.189,0.8435
2742,3299,0.2555,0.8308
3299,2742,0.9006,0.8308
2742,3316,0.8095,0.2816
3316,2742,0.2724,0.865
2742,3319,0.0923,0.3889
3319,2742,0.0727,0.6173
2742,3320,0.4258,0.2782
3320,2742,0.1239,0.8672
2742,3321,0.5764,0.1417
3321,2742,0.8229,0.2014
2742,3330,0.5515,0.4256
3330,2742,0.9135,0.3129
2742,3332,0.9873,0.2671
3332,2742,0.49,0.9288
2742,3335,0.8545,0.7671
3335,2742,0.7838,0.1616
2742,3344,0.2757,0.2459
3344,2742,0.6304,0.6552
2742,3345,0.6256,0.7718
3345,2742,0.3048,0.6842
2742,3347,0.2366,0.9421
3347,2742,0.6553,0.0573
2742,3350,0.992,0.9143
3350,2742,0.4529,0.4539
2742,3351,0.7751,0.6769
3351,2742,0.0824,0.5566
2742,3352,0.0223,0.0474
3352,2742,0.8569,0.7738
2742,3355,0.4686,0.6013
3355,2742,0.8278,0.8945
2742,3360,0.5532,0.3279
3360,2742,0.837,0.8497
2742,3378,0.2916,0.291
3378,2742,0.0519,0.3595
2742,3391,0.913,0.3578
3391,2742,0.0851,0.017
2742,3396,0.9918,0.4649
3396,2742,0.1069,0.3598
2742,3397,0.491,0.1249
3397,2742,0.3588,0.1155
2742,3406,0.6501,0.6311
3406,2742,0.0345,0.2794
2742,3411,0.9755,0.6315
3411,2742,0.7441,0.911
2742,3416,0.7805,0.823
3416,2742,0.3101,0.1858
2742,3419,0.2097,0.2888
3419,2742,0.8854,0.7203
2743,2754,0.4755,0.6235
2754,2743,0.7753,0.4756
2743,2756,0.4669,0.6287
2756,2743,0.3843,0.17
2743,2777,0.9579,0.2038
2777,2743,0.2615,0.3955
2743,2782,0.6809,0.546
2782,2743,0.3715,0.1714
2743,2794,0.473,0.2799
2794,2743,0.0025,0.7992
2743,2810,0.1803,0.0057
2810,2743,0.6832,0.3545
2743,2839,0.9114,0.8083
2839,2743,0.3034,0.9253
2743,2867,0.2992,0.9256
2867,2743,0.3024,0.549
2743,2874,0.4329,0.266
2874,2743,0.7568,0.1573
2743,2880,0.9278,0.5355
2880,2743,0.8899,0.6773
2743,2887,0.2702,0.1345
2887,2743,0.367,0.5435
2743,2896,0.3796,0.2276
2896,2743,0.0967,0.3569
2743,2907,0.0244,0.2504
2907,2743,0.7552,0.7556
2743,2924,0.7617,0.4162
2924,2743,0.2098,0.7288
2743,2931,0.8625,0.9734
2931,2743,0.2319,0.1152
2743,2943,0.0203,0.9852
2943,2743,0.7822,0.3889
2743,2945,0.9634,0.7944
2945,2743,0.8505,0.3846
2743,2974,0.2251,0.3316
2974,2743,0.7532,0.6017
2743,2986,0.7185,0.0909
2986,2743,0.8185,0.1603
2743,2988,0.3612,0.0969
2988,2743,0.7455,0.7405
2743,2994,0.6526,0.4275
2994,2743,0.4185,0.2155
2743,3000,0.3882,0.626
3000,2743,0.6169,0.4222
2743,3023,0.7953,0.0222
3023,2743,0.3908,0.7608
2743,3029,0.5342,0.9022
3029,2743,0.6838,0.6296
2743,3036,0.5748,0.9409
3036,2743,0.8193,0.5449
2743,3054,0.4865,0.7911
3054,2743,0.7742,0.0929
2743,3056,0.627,0.4509
3056,2743,0.6002,0.7339
2743,3073,0.001,0.7684
3073,2743,0.6084,0.1019
2743,3085,0.7788,0.9604
3085,2743,0.3124,0.3183
2743,3114,0.3115,0.2708
3114,2743,0.5033,0.6401
2743,3119,0.7347,0.6541
3119,2743,0.0274,0.2022
2743,3135,0.3463,0.052
3135,2743,0.2155,0.8954
2743,3158,0.3479,0.5116
3158,2743,0.7481,0.6297
2743,3220,0.0371,0.643
3220,2743,0.8098,0.6794
2743,3243,0.1775,0.7283
3243,2743,0.7545,0.0048
2743,3293,0.4967,0.6082
3293,2743,0.3734,0.0188
2743,3301,0.8119,0.1511
3301,2743,0.8917,0.3269
2743,3363,0.5352,0.6185
3363,2743,0.3781,0.8736
2743,3400,0.0099,0.996
3400,2743,0.6351,0.6497
2743,3417,0.9035,0.866
3417,2743,0.844,0.0553
2743,3433,0.0755,0.1133
3433,2743,0.1934,0.6515
2743,3435,0.1599,0.6493
3435,2743,0.7715,0.258
2744,2762,0.9696,0.8725
2762,2744,0.7254,0.376
2744,2772,0.2469,0.3246
2772,2744,0.0014,0.9837
2744,2825,0.4422,0.2623
2825,2744,0.1819,0.312
2744,2843,0.4667,0.3672
2843,2744,0.0883,0.7685
2744,2865,0.3776,0.2634
2865,2744,0.0373,0.6254
2744,3156,0.8146,0.5457
3156,2744,0.256,0.8514
2744,3255,0.7418,0.9578
3255,2744,0.7068,0.7382
2744,3256,0.9754,0.6474
3256,2744,0.3219,0.9735
2744,3365,0.9061,0.1643
3365,2744,0.4753,0.0976
2744,3369,0.9037,0.6485
3369,2744,0.7447,0.4879
2744,3385,0.9639,0.2166
3385,2744,0.3557,0.3667
2745,2786,0.2685,0.7436
2786,2745,0.6907,0.2033
2745,2789,0.6978,0.3023
2789,2745,0.1537,0.1635
2745,2839,0.2265,0.9443
2839,2745,0.7142,0.1273
2745,2864,0.7288,0.2636
2864,2745,0.5553,0.4833
2745,2866,0.2812,0.3922
2866,2745,0.8568,0.4691
2745,2872,0.4168,0.8437
2872,2745,0.1924,0.8078
2745,2906,0.0867,0.7157
2906,2745,0.9738,0.2865
2745,2909,0.22,0.4373
2909,2745,0.2196,0.2898
2745,2929,0.5693,0.0919
2929,2745,0.1489,0.2639
2745,2960,0.2754,0.6098
2960,2745,0.4767,0.02
2745,2966,0.8362,0.7449
2966,2745,0.09,0.9332
2745,2994,0.7137,0.7256
2994,2745,0.8951,0.2684
2745,3004,0.8867,0.7438
3004,2745,0.592,0.0434
2745,3010,0.6949,0.509
3010,2745,0.5664,0.4492
2745,3022,0.9015,0.677
3022,2745,0.9716,0.7926
2745,3033,0.5379,0.8833
3033,2745,0.158,0.6829
2745,3078,0.8481,0.5627
3078,2745,0.9201,0.6017
2745,3080,0.8658,0.1925
3080,2745,0.5538,0.3985
2745,3139,0.6936,0.5708
3139,2745,0.3927,0.9678
2745,3143,0.8677,0.8541
3143,2745,0.138,0.0338
2745,3153,0.6864,0.0927
3153,2745,0.5168,0.3836
2745,3174,0.7078,0.1611
3174,2745,0.5413,0.1185
2745,3237,0.8763,0.5891
3237,2745,0.1122,0.9338
2745,3284,0.3271,0.7115
3284,2745,0.5967,0.2819
2745,3324,0.106,0.3338
3324,2745,0.1089,0.7222
2745,3387,0.5128,0.1071
3387,2745,0.5663,0.8551
2745,3392,0.3345,0.9139
3392,2745,0.1659,0.1408
2745,3394,0.4564,0.5622
3394,2745,0.4094,0.7224
2745,3430,0.2495,0.0236
3430,2745,0.4829,0.3099
2746,2754,0.2199,0.0234
2754,2746,0.5629,0.0317
2746,2839,0.1665,0.7558
2839,2746,0.2006,0.8134
2746,2864,0.0799,0.4753
2864,2746,0.4344,0.6317
2746,2866,0.747,0.3906
2866,2746,0.9964,0.5358
2746,2910,0.1564,0.573
2910,2746,0.0673,0.4685
2746,2920,0.1673,0.8101
2920,2746,0.3502,0.0109
2746,2925,0.5161,0.2418
2925,2746,0.5019,0.8646
2746,2931,0.7717,0.1664
2931,2746,0.933,0.354
2746,2986,0.4691,0.3532
2986,2746,0.9277,0.0034
2746,3054,0.315,0.4233
3054,2746,0.188,0.0602
2746,3056,0.5889,0.2981
3056,2746,0.6137,0.2161
2746,3304,0.5526,0.1327
3304,2746,0.8948,0.1564
2746,3363,0.7905,0.4393
3363,2746,0.8675,0.9417
2747,2787,0.0143,0.9778
2787,2747,0.9269,0.6446
2747,2831,0.943,0.4635
2831,2747,0.5404,0.9687
2747,2832,0.8677,0.332
2832,2747,0.7284,0.5254
2747,2863,0.2566,0.9893
2863,2747,0.6471,0.2414
2747,2865,0.1123,0.4162
2865,2747,0.9492,0.3656
2747,2901,0.0491,0.3775
2901,2747,0.3463,0.8409
2747,3050,0.5174,0.6608
3050,2747,0.3754,0.6328
2747,3173,0.0823,0.2457
3173,2747,0.2451,0.707
2747,3302,0.717,0.4694
3302,2747,0.8733,0.7493
2747,3312,0.7229,0.0463
3312,2747,0.3397,0.4836
2747,3365,0.7078,0.493
3365,2747,0.8785,0.4359
2748,2751,0.7912,0.1322
2751,2748,0.4455,0.6555
2748,2753,0.965,0.3914
2753,2748,0.6729,0.3541
2748,2765,0.7327,0.0684
2765,2748,0.7128,0.1571
2748,2772,0.8658,0.5258
2772,2748,0.8831,0.4475
2748,2780,0.2742,0.2984
2780,2748,0.4692,0.2556
2748,2785,0.7666,0.5243
2785,2748,0.245,0.6132
2748,2793,0.2216,0.4949
2793,2748,0.6195,0.5178
2748,2818,0.9956,0.393
2818,2748,0.4521,0.5183
2748,2846,0.8884,0.5173
2846,2748,0.1244,0.8323
2748,2853,0.5789,0.0324
2853,2748,0.729,0.2101
2748,2869,0.7249,0.778
2869,2748,0.1713,0.3086
2748,2901,0.6148,0.7713
2901,2748,0.4826,0.3548
2748,2936,0.6855,0.2609
2936,2748,0.1338,0.9202
2748,2946,0.8735,0.9881
2946,2748,0.179,0.971
2748,2950,0.4476,0.8777
2950,2748,0.7594,0.5218
2748,2973,0.263,0.2161
2973,2748,0.3914,0.113
2748,2976,0.8693,0.0999
2976,2748,0.9744,0.8894
2748,2989,0.7667,0.8183
2989,2748,0.0164,0.9316
2748,2991,0.9295,0.9143
2991,2748,0.0261,0.7234
2748,3013,0.8604,0.6961
3013,2748,0.8619,0.7197
2748,3038,0.0484,0.4308
3038,2748,0.4483,0.5153
2748,3041,0.5148,0.0294
3041,2748,0.6692,0.403
2748,3046,0.584,0.6906
3046,2748,0.1627,0.3351
2748,3049,0.3137,0.0683
3049,2748,0.7075,0.7246
2748,3051,0.0976,0.8322
3051,2748,0.8525,0.476
2748,3058,0.3131,0.9708
3058,2748,0.8726,0.263
2748,3060,0.1941,0.8352
3060,2748,0.0018,0.5177
2748,3070,0.6725,0.6611
3070,2748,0.6502,0.0712
2748,3076,0.2077,0.6984
3076,2748,0.6042,0.255
2748,3082,0.5014,0.3105
3082,2748,0.5375,0.0862
2748,3089,0.2792,0.2541
3089,2748,0.8201,0.5312
2748,3101,0.7058,0.1034
3101,2748,0.502,0.6899
2748,3106,0.0453,0.7436
3106,2748,0.2847,0.0531
2748,3107,0.6777,0.7978
3107,2748,0.1823,0.0489
2748,3116,0.6331,0.9166
3116,2748,0.5901,0.1013
2748,3117,0.9677,0.1438
3117,2748,0.9787,0.6171
2748,3124,0.8656,0.6276
3124,2748,0.0142,0.1076
2748,3140,0.6953,0.4374
3140,2748,0.9767,0.2491
2748,3154,0.9088,0.8929
3154,2748,0.5492,0.1556
2748,3160,0.1489,0.6859
3160,2748,0.0607,0.6179
2748,3175,0.5178,0.028
3175,2748,0.3321,0.8409
2748,3188,0.6886,0.7119
3188,2748,0.7018,0.1912
2748,3194,0.6357,0.377
3194,2748,0.1016,0.5701
2748,3198,0.2576,0.787
3198,2748,0.5785,0.5347
2748,3215,0.3797,0.4926
3215,2748,0.1405,0.9841
2748,3224,0.2408,0.0794
3224,2748,0.4505,0.1598
2748,3240,0.2017,0.6049
3240,2748,0.6052,0.0856
2748,3247,0.6605,0.1108
3247,2748,0.0613,0.1533
2748,3252,0.6187,0.8394
3252,2748,0.8892,0.2617
2748,3274,0.1873,0.1128
3274,2748,0.8175,0.3997
2748,3291,0.0644,0.4575
3291,2748,0.0177,0.693
2748,3299,0.8176,0.9338
3299,2748,0.9523,0.4785
2748,3302,0.0019,0.6662
3302,2748,0.4537,0.2143
2748,3313,0.1076,0.1526
3313,2748,0.6522,0.2355
2748,3320,0.5338,0.6405
3320,2748,0.0168,0.1936
2748,3321,0.7341,0.3606
3321,2748,0.575,0.455
2748,3335,0.8732,0.6076
3335,2748,0.4705,0.5237
2748,3342,0.3903,0.1159
3342,2748,0.9013,0.5053
2748,3344,0.0918,0.0742
3344,2748,0.8891,0.0535
2748,3345,0.2829,0.6413
3345,2748,0.7529,0.6037
2748,3350,0.6155,0.9341
3350,2748,0.2104,0.9585
2748,3355,0.7744,0.653
3355,2748,0.3929,0.3857
2748,3360,0.1619,0.9085
3360,2748,0.6359,0.341
2748,3378,0.7822,0.892
3378,2748,0.6144,0.2877
2748,3386,0.7668,0.3057
3386,2748,0.4596,0.1044
2748,3397,0.2574,0.2212
3397,2748,0.9807,0.4524
2748,3406,0.0342,0.5397
3406,2748,0.5477,0.3205
2748,3411,0.456,0.719
3411,2748,0.5836,0.1378
2749,2750,0.421,0.0528
2750,2749,0.1917,0.4802
2749,2754,0.2822,0.5934
2754,2749,0.4198,0.8315
